Name,Address,Latitude,Longitude,Homepage,Description
志摩スペイン村パルケエスパーニャ,〒517-0212 三重県志摩市磯部町坂崎952-4,34.356754,136.842804,,
白糸の滝,〒418-0103 静岡県富士宮市上井出・原,35.312991,138.5872234,http://www.fujinomiya.gr.jp/,世界遺産・富士山の構成資産。湾曲した絶壁の全面に大小数百の滝が絹糸のように落ちる。本滝の一部を除いてすべて湧水となっている。春の藤・秋の紅葉は滝に色どりをそえる。名勝・天然記念物に指定。日本観光百選滝の部第１位。
熱海温泉,〒413-0018 静岡県熱海市上宿町7,35.1026545,139.0784533,http://www.ataminews.gr.jp/,全国でも有数の大温泉で、尾崎紅葉の「金色夜叉」の舞台としても有名。箱根や伊豆の山々に囲まれた斜面に温泉街が開け、その夜景の美しさは“東洋のナポリ”とも言われている。気候も温暖で、１月下旬には「あたみ桜」という品種の桜が咲き始める。近くには数多くの名品を所蔵するＭＯＡ美術館や日本一早咲きといわれる熱海梅園があり、県内唯一の離島「初島」へも高速船が出ている。
国宝犬山城,〒484-0082 愛知県犬山市大字犬山字北古券65-2,35.3864637,136.9388334,http://www.inuyama-castle.jp/,木曽川の南岸にそそりたつ犬山城は、今から470年ほど前、織田氏によって築かれました。別名「白帝城」といわれており、日本最古の天守閣は国宝に指定されています。◎成瀬正成（１５６７-１６２５）三河出身。幼少時より徳川家康に仕え、尾州藩創業時に尽力、その功として藩の両家年寄となり、尾北の犬山に居城、三万石を領した。家臣でありながら城持。
大室山,〒413-0231 静岡県伊東市富戸先原1317-5,35.510958,139.068526,http://omuroyama.com/,静岡県伊東市にある標高580mの火山で、伏せたお椀のようなシルエットが特徴的。毎年早春に行われる山焼きは700年以上も続き、1年中植物に覆われている。リフトで登れる山頂からは、富士山・伊豆七島・相模灘などを一望できる360度パノラマが広がる。火口には安産と縁結びの神様が祀られた「大室山浅間神社」や、アーチェリーを楽しめる施設、地元の小麦まんじゅう「新名物大室山三福」の売店など、魅力的なスポットが数多く点在している。
野外民族博物館 リトルワールド,〒484-0005 愛知県犬山市今井成沢90-48,35.373116,137.01889,,"愛知県犬山市にある「リトルワールド」は、23ヵ国32の家屋が立ち並ぶ野外展示場と、世界中から集められた約6,000点もの民族資料を展示する本館展示室からなる民族博物館です。異国情緒あふれる館内では、世界各国のグルメ食べ歩きやエンターテインメント、民族衣装試着体験、ショッピングなどが楽しめます♪ パスポートの要らない“一日世界旅行”に出かけてみませんか。"
渡鹿野島,〒517-0205 三重県志摩市磯部町,34.3626954,136.87245974219135,http://www.kanko-shima.com/,三重県伊勢市の的矢湾に浮かぶ小島。周囲約6kmの小さな島は、的矢カキの養殖で知られる。昔は伊雑宮の神領「オノコロジマ」とも呼ばれ、神の島として崇められていた。江戸時代からは風待ちする避難港として栄えていたが、現在は観光地化が進み、島の形がハート型であることから「恋愛成就の島」としても知られている。旅館「福寿荘」が販売するハート型の「恋の絵馬」は、カップルや女性客に特に人気。また、7月に行われる志摩地方一番の奇祭、八重垣神社の渡鹿野天王祭も見どころのひとつ。
リニア・鉄道館,〒455-0848 愛知県名古屋市港区金城ふ頭3-2-2,35.04887345,136.8512061150298,http://museum.jr-central.co.jp/,"鉄道の実物展示や高速鉄道技術を紹介する施設。実物は、蒸気機関車から通勤電車、電気機関車、超電導リニアなど39両も展示されている。東海道新幹線の沿線の風景が細かく再現されている鉄道ジオラマも見ごたえあり。また“摩擦力"" ""遠心力""を鉄道の世界でどのように活用しているのかを学べる模型装置、鉄道の歴史がわかる映像シアター、プラレールで遊べるキッズコーナーなど、大人から子どもまで楽しめる。レアな鉄道グッズを購入できるショップもある。"
三島スカイウォーク,〒411-0012 静岡県三島市笹原新田313,35.15246365,138.98056059410212,,静岡県三島市にある「三島スカイウォーク」は、日本最長400mの歩行者専用吊橋です。高さ70mの橋の上からは富士山や伊豆の山並み、駿河湾などを一望することができます。さらに2018年7月にはアクティビティエリアもオープン！空中を横断する長さ300mの「ロングジップスライド」をはじめ、地上2～15mの木の上を冒険する「フォレストアドベンチャー」など、人気のアクティビティが盛りだくさんです。その他、カフェやレストラン、展望デッキ、天井いっぱいに花が広がるスカイガーデンなども併設しています。
新穂高ロープウェイ,〒506-1421 岐阜県高山市奥飛騨温泉郷新穂高,36.2831785,137.5799495,https://shinhotaka-ropeway.jp/,日本で唯一の2階建てロープウェイ。標高2156mの雄大な自然と四季折々の絶景を堪能できる。西穂高口駅の屋上にある展望台まで登れば、西穂高岳・槍ヶ岳・笠ヶ岳といった北アルプスの山々を360度の大パノラマで眺められる。ここから見える景色は、「ミシュラン・グリーンガイド・ジャポン」で2つ星で紹介されるほどの絶景。しらかば平駅の周辺には、足湯やアルプスのパン屋さん、飛騨の美術・工芸品を紹介する高原の画廊「飛騨乃風」など、見どころが多い。
富士スピードウェイ,〒410-1307 静岡県駿東郡小山町中日向６９４,35.37147535,138.9316381674014,http://www.fsw.tv/,富士山の近くにある首都圏に最も近い国際サーキット場。一周4563mと日本最長のレーシングコースを有する。このほか、ジムカーナコース・ショートサーキット・ドリフトコースもあり、多彩なモータースポーツを観戦できる。体験走行券を購入すれば、自分の車でスピードウェイ国際レーシングコースを走行することも可能。オリジナルグッズを購入できるお土産ショップや、富士山が見える絶景レストランもある。
養老の滝,〒503-1254 岐阜県養老郡養老町養老公園,35.2803749,136.5335618,http://www.kanko-yoro.jp/,き出た水を飲むと若返ったという物語が伝わる、「日本の滝百選」に選ばれている名瀑である。高さ約30m・幅約4mの大きさで、岩角を打ち流れ落ちる姿は圧巻の光景。周辺には、日本の名水百選に指定されている「菊水泉」、そのほとりにある「老明神」、養老名水を象徴する清らかな水「不老ヶ池」、不老長寿を祈願する参拝者が訪れる「養老寺」、雨乞い祈願の寺として建てられた「日蓮宗妙見堂」など、滝の散策と合わせて訪れたい観光名所が多数点在している。
日間賀島,〒470-3504 愛知県知多郡南知多町日間賀島,34.70506785,137.00550183726634,http://www.himaka.com/,名古屋から一番近い島。タコとトラフグの名産地であり、新鮮なタコ料理を味わえる飲食店が多い。島内では釣りや潮干狩りを楽しめるほか、イルカと触れ合えるイベントも開催される。「日間賀島東浜海水浴場」の高台にはブランコがあり、美しいサンセットを眺められることで有名。様々な漁具を展示している「日間賀島資料館」や、知多四国八十八ヶ所の霊場「大光院」など、見どころが多数。周囲5.5kmほどの大きさなので、レンタサイクルで島巡りもできる。
高鷲スノーパーク,〒501-5305 岐阜県郡上市高鷲町西洞3086-1,35.9956523,136.8582547405601,,高鷲スノーパークは、 岐阜県郡上市にあるスキー場です。小さなお子様から上級者の方まで楽しめるコースが展開されております。また、お子様連れに嬉しいキッズスペース・個室授乳室もございます。山頂にあるカフェのテラス席ではパノラマビューを望め、SNS映えすること間違いなし。屋内の施設も充実していて、老若男女楽しめます。
ユニバーサル・スタジオ・ジャパン,〒554-0031 大阪府大阪市此花区桜島2-1-33,34.6693436,135.4326743,https://www.usj.co.jp/web/ja/jp,"ユニバーサル・スタジオ・ジャパンは、映画や人気のアニメ作品から生み出された世界を具現化したエンターテイメントの宝庫です。

豊富に用意されたアトラクションは、どれも観客を主役にしたユニークな冒険へと誘ってくれます。

ドラえもんの世界を体験できる「ドラえもんXRライド～のび太と空の理想郷（ユートピア）～」、限界突破の冒険が待ち受ける「ワンピース・プレミア・サマー2023」、ゲームの世界が現実に広がる楽園「スーパー・ニンテンドー・ワールド」、きらびやかな「NOLIMIT!パレード」、多彩な魔法生物との出会いが楽しめる「マジカル・クリーチャーズ・エンカウンター～魔法生物との出会い～」など、さまざまな見どころが揃います。

国内外から集まる観客にここでしか体験できない感動を提供するユニバーサル・スタジオ・ジャパンに、ぜひ足を運んでみてはいかがでしょうか。"
アドベンチャーワールド,〒649-2201 和歌山県西牟婁郡白浜町堅田,33.6658997,135.37243446237875,http://www.aws-s.com/,"アドベンチャーワールドは、自然とのふれあいをテーマにしたレジャーパークです。さまざまな動物に出会えるこのパークは、動物好きにはたまらないスポットです。ジャイアントパンダや海に暮らす動物、肉食動物、草食動物といった多彩な生物たちが飼育されており、その愛らしさに心奪われることでしょう。

パーク内には、エントランス周辺、マリンワールド、サファリワールドといったエリアが展開されています。また、動物と触れ合えるふれあい広場や、遊びを楽しめるプレイゾーンも設けられています。

さらにアドベンチャーワールドは、ただ楽しむだけでなく学ぶ体験も提供しています。例えば、SUMMERCAMP2023では「どうぶつたちと学ぶ夏」をテーマに、動物たちの新たな魅力を体感することができます。また、ジャイアントパンダの日中共同繁殖研究といった活動を通じて、持続可能な世界・未来を目指しています。このように、楽しみながら学べる環境が整っているのが魅力です。

さらに、販売されている各種グッズも見逃せません。アドベンチャーワールドオリジナルのぬいぐるみ、ファッション商品、生活雑貨など、パークの雰囲気をお家でも味わうことができます。

アドベンチャーワールドは、動物との出会いを通じて人々の心を豊かにします。その魅力に触れて、自然への理解と愛を深めてみてはいかがでしょうか。"
姫路城（イベント）,〒670-0012 兵庫県姫路市本町68番地,34.835873,134.687363,,国宝「姫路城」は平成5年12月、奈良の法隆寺とともに、日本で初の世界文化遺産となりました。今、私たちが目にしている「姫路城」の大天守は、慶長14年（1609年）に建築されたもの。400年以上が経過した現在でも、その美しい姿を残しています。世界に認められたその姿を、ぜひ見学にいらしてください。
清水寺,〒605-0862 京都府京都市東山区清水一丁目294,34.994303,135.7844388864188,https://www.kiyomizudera.or.jp/,"西国三十三ヶ所めぐりの第１６番札所。「清水の舞台」として知られる舞台造りの本堂は釘を使わず縦横に組まれた柱が見事。舞台の下方に音羽の滝、谷を隔てて安産祈願の子安の塔がある。桜，紅葉の名所でもある。

※注釈：現在 本堂 檜皮屋根 葺き替え工事の為、本堂全体が素屋根で覆われています。参拝は通常通り可能（2020年春までの予定）"
海遊館,〒552-0022 大阪府大阪市港区海岸通1-1-10,34.6545464,135.42892109889533,,"海遊館は、大阪市港区にある世界最大級の水族館です。太平洋の自然環境を再現した全14の展示水槽が並ぶ館内には、約620種30,000点にも及ぶ海の生き物たちが大集合！ジンベエザメが悠々と泳ぐ巨大水槽をはじめ、海底トンネルのようなアクアゲートや神秘的な海月銀河など、テーマの異なる様々な水槽を巡りながら、世界中の海の生き物との出会いをお楽しみいただけます。アクセスは大阪メトロ中央線「大阪港駅」より徒歩約5分。ご家族やカップルでの休日のひと時に、ぜひ気軽に足をお運びください。"
伏見稲荷大社,〒612-0882 京都府京都市伏見区深草藪之内町68,34.967519249999995,135.77971008109822,http://inari.jp/,全国に約3万社ある稲荷神社の総本宮。創建から1300年の歴史があり、古来から続く「お稲荷さん」信仰の原点といえる場所。重要文化財に指定される本殿には、五社の神様が奉祀されている。五穀豊穣の神様として、稲作・農業・商売繁盛などにご利益がある。境内で最も有名なのは、朱塗りの鳥居が果てしなく続く「千本鳥居」。稲荷大神の使いであるキツネは、境内の至るところで発見できる。絵馬やお守りもキツネをモチーフにしたものが多いのも見どころ。
東大寺,〒630-8587 奈良県奈良市雑司町406-1,34.688243650000004,135.83975682879614,http://www.todaiji.or.jp/,奈良時代に創建された歴史の深い寺院。「古都奈良の文化財」として世界遺産に登録されている境内のほか、南大門にある鎌倉時代に再建された日本最大の木彫像「金剛力士像（仁王像」など、数多くの国宝建造物が点在。「大仏殿」は世界最大級の木造建築物で、東大寺の本尊である大仏「盧舎那仏座像（るしゃなぶつざぞう）」が安置されている。大仏は像高15mと非常に大きく、神秘的で優しい見た目から「奈良の大仏さま」として親しまれている。大仏殿と美しい木々が水面に映る「大仏池」などの自然景観も魅力だ。
奈良公園,〒630-8211 奈良県奈良市芝辻町543,34.68290075,135.85459753803804,http://www.pref.nara.jp/,東西約4km、南北約2kmの豊かな自然が広がる都市公園。奈良公園といえば、鹿と触れ合える場所として有名だ。また奈良の鹿は、古来より神の使いとして崇められ、現在は国の天然記念物に指定されている。東京ドーム約140個分の広さを誇る公園内には、縁結びに効くパワースポットとして知られる「春日大社」や世界遺産である「東大寺」などが集まり見どころが多い。1922年には国の名勝に指定され、例年1800万人もの観光客が訪れている。
天橋立,京都府宮津市,35.5680023,135.19063815218206,,"松島、宮島と並ぶ日本三景の一つ。日本海と大江山を源流とする野田川が造り出した自然の芸術で、約3.6kmの砂州に、約5,000本の松並木が続く白砂青松の景観は琴線に触れる神秘的な美しさを誇る。当地に伝わる神話では、国生みの男神イザナギが地上に座す女神イザナミのもとに通うために天から架けた橋が倒れてできたものとされる。天橋立の中には、橋立明神や磯清水などの観光名所や船が通るたびに90度回転する珍しい廻旋橋がある。途中にはベンチや休憩所もありのんびり散策するには最適。天橋立は「日本の名松100選」、「日本の白砂"
万博記念公園,〒565-0826 大阪府吹田市千里万博公園1番1号,34.8068672,135.5301449,,
道頓堀,大阪府大阪市中央区道頓堀,34.6690306,135.5015715,http://www.dotonbori.or.jp/ja/,言わずと知れた大阪・ミナミを代表する繁華街で、娯楽施設や飲食店がずらりと立ち並ぶ。グリコやかに道楽の巨大看板は、活気がある道頓堀を象徴するシンボルとして有名。演劇・演芸のメッカでもあり、人形浄瑠璃や歌舞伎、お笑い芸人のショーなどで連日賑わいをみせている。道頓堀川に設置された遊歩道「とんぼりリバーウォーク」で川辺の風景を楽しむ観光ルートもおすすめだ。
法隆寺,〒636-0115 奈良県生駒郡斑鳩町法隆寺山内1-1,34.61401295,135.73604322296865,http://www.horyuji.or.jp/,法隆学問寺とも、斑鳩寺とも称する南都七大寺の一つ。木造建築物では世界最古であり、ユネスコの世界文化遺産に姫路城とともに、日本ではじめて登録された。推古天皇の時代に聖徳太子により建立され、飛鳥時代を始めとする各時代の貴重な建造物や宝物類が広大な境内に存在している。
天王寺動物園,〒543-0063 大阪府大阪市天王寺区茶臼山町1-108,34.65064205,135.50835939741313,,
有馬温泉,〒651-1401 兵庫県神戸市北区有馬町,34.7993142,135.2460542,http://www.arima-onsen.com/,１３００年の歴史を誇る温泉で、大阪から１時間、三宮からなら４０分ほどの距離。大都会に近いわりには、しっとりとした風情をもつ。温泉神社のある高台からながめると、山合いにびっしりすき間のないほどホテル・旅館が立っている。　本温泉脇から六甲川までの約４００ｍ、細いつづれ折りの坂道は有馬本街道。昔ながらの格子戸が並び、道ばたの石の道標などに、昔日の面影が偲ばれる。　有馬の湯には、金泉と銀泉の２つの湯がある。金泉は鉄さび色の朱いお湯。噴き出したときは無色透明なのが、空気に触れるとすぐ酸化して朱くなるわけ。湯をなめると、ずいぶんしょっぱい。海水の２倍もの塩分を含んでいるという。金銀の湯の相乗作用が、胃腸病、婦人病、神経痛さらには「万病にも」効くといわれる。
鹿苑寺（金閣寺）,〒603-8361 京都府京都市北区金閣寺町1,35.0390892,135.7302109,http://www.shokoku-ji.jp/,昭和62年（1987）の大修理でいっそう輝きを増し、北山文化の象徴として国内外に知られる名刹。足利義満が応永4年（1397）西園寺家の山荘を譲り受け、義満の死後、鹿苑寺と名付けられた。金閣は舎利殿として立てられた金箔の三層楼閣が鏡湖池に映える。
六甲山,〒657-0111 兵庫県神戸市東灘区本山町　森,34.7779922,135.2637445,,兵庫県神戸市にある主峰が標高931mの山。市街地に隣接しており、ハイキング・登山・野鳥観察・キャンプを楽しめる。山頂からは、神戸から大阪平野部、和歌山方面にまで広がる絶景を堪能できる。「日本新三大夜景都市」に選ばれた夜景もおすすめだ。世界の高山植物を見られる「六甲山鉱山植物園」や、本格的なアスレチック「六甲山フィールド・アスレチック」もあり、アクティビティを楽しめるのも魅力。
元離宮二条城,〒604-8301 京都府京都市中京区二条通堀川西入二条城町５４１番地,35.0140076,135.74853690765354,,二条城は、慶長8年(1603年)に徳川家康により、京都御所の守護と将軍上洛のときの宿泊所として造営し、3代将軍家光により、伏見城の遺構を移すなどして、寛永3年(1626年)に完成しました。家康が建てた慶長年間の建築と家光がつくらせた絵画・彫刻などが総合され、桃山時代様式の全貌を垣間見ることができます。
城崎温泉,〒669-6101 兵庫県豊岡市城崎町　湯島,35.6237104,134.8135565,http://kinosakionsen-zaisanku.com/,東に円山川、背後の三方は山々に囲まれ、川沿いに「く」の字型につくられた温泉街。その川の両岸に建ちならぶ木造三階建ての旅館群が、川にかかる橋や柳並木などのまわりの環境と調和して、城崎独特の情緒を現在に伝えています。大谿川の流れに沿って桜並木としだれ柳が続き、玄武岩を重ね合わせた護岸と階段状で昔ながらの石造りの太鼓橋が温泉情緒を醸し出してくれます。７つの外湯すべて回れば生涯苦難をまぬがれて、福を受けるといわれています。　◎外湯　城崎温泉は外湯を大きな特徴として、古くから人々に親しまれ、その名もそれぞれの由来と歴史に基づいて付けられました。ＴＥＬ（０７９６）３２-０１１７　〇鴻の湯　７湯中最古の湯で舒明天皇の時代に、コウノトリが足の傷を癒しているのを発見したという開湯伝説がある。山家風の建物で、道の奥に引っ込んでひっそり建っています。庭園露天風呂もあります。　〇まんだら湯　温泉寺開祖の道智上人が千日曼荼羅行で湧出させた湯が源泉だったと伝えられています。建物も仏縁にちなんで御堂を模し、入口は唐破風エキゾチックな雰囲気。平成１３年３月リニューアルオープン。樽を浴槽にした露天風呂が新設されました。　〇御所湯　後堀河天皇の御姉、安嘉門院が来浴した湯とされています。京都御所を彷彿とさせる現在の建物は平成１７年７月に四所神社横に新築移転されました。　〇一の湯　温泉街中央の王橋のたもとにあり、城崎のシンボルです。一見歌舞伎座を思わせる桃山風の建築で、平成１１年１１月に改築され、新たに洞窟風呂が加わりました。名前は江戸中期の温泉学者、香川修徳が当時新湯といったこの湯を、天下一と推賞したことに由来します。玄関脇には「海内第一泉」の石碑が誇らしげに建っています。　〇柳湯　柳の下から湧き出した湯が始りという浴場です。大正ロマン漂う木造の浴場として平成１６年２月にリニューアルオープンしました。　〇地蔵湯　平成４年９月にさとの湯を統合して改築され、町の玄関口としてふさわしいインパクトのある建物です。この湯の泉源から地蔵尊が出たところから、この名が付けられました。　○さとの湯　平成１２年７月にＪＲ城崎駅のすぐ横にオープンしました。三階の天望露天風呂からは、円山川が一望出来、二階には和・洋風の大浴場のほか泡風呂・各種サウナがあり、いろいろな入浴が楽しめます。
延暦寺,〒520-0116 滋賀県大津市坂本本町4220,35.0656438,135.826855,http://www.hieizan.or.jp/,伝教大師最澄が比叡山に草庵を結んだことに始まる天台宗総本山。標高848mの比叡山全域を境内とする寺院で、日本仏教の母山と言われている。広大な寺域は100余りの建造物があり、延暦寺の総本堂である根本中堂（国宝）や大講堂などがある「東塔」、最澄作の釈迦如来を本尊とする釈迦堂やにない堂などがある「西塔」、横川中堂や元三大師堂などがあり、静寂に包まれた「横川」の三つのエリアに分かれている。戦国時代に織田信長の焼き討ちにあいましたが、豊臣秀吉や徳川家康などにより復興され、平成6年に世界文化遺産に登録された。
神戸どうぶつ王国,〒650-0047 兵庫県神戸市中央区港島南町7丁目1番9,34.65419115,135.22317270163722,,"神戸どうぶつ王国は「花と動物と人とのふれあい共生パーク」です。

なんといっても動物たちとの距離の近さが魅力で、自然の景観をリアルに再現したインサイドパーク（屋内エリア）では、

動物たちはほぼ放し飼い。熱帯雨林のジャングルを再現し、えさやりができるカピバラや、息遣いも感じられるほどの近さのアメリカバクなどがいる「熱帯の森」、レッサーパンダやビントロングたちが頭上で木登りする「アジアの森」など

さまざまな環境に生息する動物たちの生態が満喫できます。

またアウトサイドパーク（屋外エリア）では一緒に泳いでいるような近さのケープペンギンや水中で遊ぶゴマフアザラシなどがみられる「アクアバレー」や、組数限定のラクダライドやホース・ポニーライドも体験できます。

またバードパフォーマンスやドッグパフォーマンスは必見！動物たちの能力の高さを実感できること間違いなし！

かわいい動物たちに存分に癒やされてみてはいかがでしょうか。"
大阪城天守閣,〒540-0002 大阪府大阪市中央区大阪城1番1号,34.6873398,135.5258386,,広大な大阪城の中心にそびえる大阪城天守閣。豊臣秀吉の築城から400年余。現存する大阪城は平成7年～9年の大改修により、最新工法と技術を駆使して黄金に輝く天守閣に甦りました。8階展望台からは大阪城公園や大阪平野を見渡すことができ、展望室には本物の歴史資料を展示しています。城郭の魅力、大阪の豊かな歴史を体感してください。
NESTA RESORT KOBE（ネスタリゾート神戸）,〒673-0703 兵庫県三木市細川町垂穂894-60,34.81295,135.041443,,NESTA RESORT KOBE（ネスタリゾート神戸）は日本初の大自然の冒険テーマパークです。約230万m²にもおよぶ広大な敷地には、1Dayパスで楽しめる30以上のアクティビティをはじめ、話題のグランピングや大自然に囲まれたプール・天然温泉など、全部で60以上もの施設が勢ぞろいしています。
京都水族館,〒600-8835 京都府京都市下京区観喜寺町35-1,34.98755425,135.74787784385978,,"京都水族館は、2012年にオープンした日本初の「完全人工海水を利用した内陸型大規模水族館」です。館内には""京都の川から海に至るまでのつながり""をイメージした全10のエリアを完備。オオサンショウウオも見られる大型展示エリア「京の川」をはじめ、１～２階を吹き抜けにした「京の海（大水槽）」、約30種5000匹のクラゲが漂う「クラゲワンダー」など、どのエリアも見どころ満載です！可愛いイルカたちとスタッフによる息の合ったパフォーマンスも見逃せません。"
NIFREL（ニフレル）,〒565-0826 大阪府吹田市千里万博公園2-1 生きているミュージアム ニフレル,34.8062757,135.53364562490057,,"ニフレルは、大阪・万博記念公園の大型複合施設「EXPOCITY」内にある新感覚ミュージアムです。コンセプトは""感性にふれる""。水族館・動物園・美術館のジャンルを超えた斬新かつユニークな展示がポイントで、館内には「いろ」「わざ」「すがた」「みずべ」「うごき」「つながり」「WONDER MOMENTS」の全7つのゾーンが完備されています。""動くアート""のように展示された水と陸の生き物、照明・音楽・映像が融合した光のインスタレーションなど、五感をくすぐる様々なコンテンツをぜひ存分にご堪能ください。"
ニジゲンノモリ,〒656-2301 兵庫県淡路市楠本2425-2,34.575825,134.999631,,兵庫県淡路市にある「ニジゲンノモリ」。二次元コンテンツの世界観を体を動かしながら体験できるテーマパークです。最新テクノロジーを使用したアトラクションや、人気アニメの世界に入り込めるコンテンツなどが盛りだくさん！「淡路IC」より車で約3分とアクセスも抜群。ここでしか体験できない二次元体験をぜひお楽しみください♪
神戸市立王子動物園,〒657-0803 兵庫県神戸市灘区王子町3-1,34.71076205,135.21443858154535,http://www.ojizoo.jp/,"神戸市立王子動物園は、神戸市灘区王子町に位置しています。130種類に及ぶ、約800点の世界の動物たちとの出会いが待っています。ジャイアントパンダは特に人気で、その愛らしい様子は訪れる人々の心をつかんで離しません。

また、ウサギやヤギをはじめとした身近な動物と遊びながら触れ合える「動物とこどもの国」が設けられており、子どもから大人まで動物との交流を楽しむことができます。

さらなる興奮を提供するのが、「動物科学資料館」です。ここでは、動物の生態や生活環境、種による違いなど、さまざまな情報が学べます。遊び心あふれる展示が並ぶ館内を散策しながら、動物の不思議や魅力を一層深く理解することができるでしょう。

王子動物園はまた、様々なイベントや教育支援事業も積極的に展開しています。動画では動物たちの日常や思いがけない行動を紹介し、飼育員の視点で楽しい動物たちの生活をお届けします。

園内にはレストラン・ショップも完備され、一日中楽しむことができます。交通アクセスも良好で、公共交通機関を使っても容易に訪れることができます。

神戸市立王子動物園は、動物とのふれあいや学ぶ楽しさを提供する一方で、動物保護の重要性も訴える施設です。訪れた全ての人々にとって、忘れられない体験となることでしょう。"
姫路セントラルパーク,〒679-2121 兵庫県姫路市豊富町神谷1434,34.869976,134.75223207330816,,"サファリパークと遊園地を併設した甲子園球場48個分のテーマパークです。サファリパークでは約190種1,200頭羽もの動物たちとの出会いが楽しめ、遊園地では各種の宙返りコースターからキッズや、グループで楽しめる幅広いアトラクションが満喫できます。また、夏には西日本最大級のリゾートプール、冬には室内アイススケートリンクもオープン。ご家族や友人同士で1年中楽しめるテーマパークとなっています。アクセスは「山陽姫路東IC」から車で約5分。姫路駅からは便利な「姫路セントラルパーク行き」のバスも運行しています。"
グランフロント大阪,〒530-0011 大阪府大阪市北区大深町4-1（うめきた広場）、4-20（南館）、3-1（北館）,34.70372855,135.4947840719397,http://www.grandfront-osaka.jp/,大阪の主要駅である梅田駅の北側、「うめきた」と呼ばれる再開発エリアにある複合商業施設。南館と北館には、ファッション・雑貨・ライフスタイル・カフェ・レストランと、約260店舗が軒を連ねる。中には関西初出店のショップや日本初上陸のレストランもあり、見どころは尽きない。高層階の「インターコンチネンタルホテル大阪」に宿泊すれば、大阪観光をより便利に楽しめる。
琵琶湖,〒520-0022 滋賀県大津市柳が崎5,35.2486461,136.08255752266666,http://www.biwako-visitors.jp/,滋賀県の面積の1/6を占める日本最大・最古の湖。クルージングやボート遊び、湖沿いをゆったり散策したり雄大な自然の中でたくさんのレジャーが楽しめます。1950年国定公園に指定されたのを機に選定された琵琶湖八景の風光明媚な景観は、多くの詩歌や絵画にも表されています。
ひらかたパーク,〒573-0054 大阪府枚方市枚方公園町1-1,34.8061822,135.63889930074637,,ひらかたパークは、地元大阪ではもちろんおなじみの、子どもから大人まで楽しめる歴史の長い遊園地です！遊園地内には約40種類の豊富なアトラクションがあり、お客様の年齢や好みによってお好きな楽しみ方ができます。 また、季節ごとに開催されるイベントでは、夏はプール、冬は雪遊びやスケートなどをご用意しています。 ※内容は時期によって異なりますので予めご確認ください。
嚴島神社,〒739-0588 広島県廿日市市宮島町1-1,34.2965418,132.31900770264502,http://www.itsukushimajinja.jp/index.html,宮島にある、世界遺産に登録された神社。宗像三女神を祀る。平家一門の信仰を集めた。平安期の寝殿造りを神社建築に応用し長い回廊が特徴的である。市杵島姫命、湍津姫命、田心姫命。全建造物は国宝および重要文化財。瀬戸内海の島を背後に、海の中に立つ朱色の大鳥居や木造建物が建ち並ぶ姿は日本でも珍しい。潮が満ちてくると社殿があたかも海に浮かんだように見え圧巻。
出雲大社,〒699-0701 島根県出雲市大社町杵築東195,35.399803,132.68515076061112,http://www.izumooyashiro.or.jp/,伊勢神宮に並ぶ古社。大國さまとして親しまれる大国主命を奉る。縁結びの神・福の神として親しまれる。1744年に建てられた本殿は、日本で最も古い神社建築の形式である大社造りで、国宝に指定されている。参拝方法が「二拝四拍一拝」と一般の神社と異なる。
足立美術館,〒692-0064 島根県安来市古川町320,35.3809067,133.19527459574488,,足立美術館は島根県安来市に所在し、日本庭園や日本画を通して日本の美に触れることができる美術館。アメリカの日本庭園専門誌が毎年実施している、全国の日本庭園約1000か所を対象とした日本庭園ランキングで「連続日本一」に選ばれるほど素晴らしい庭園と、横山大観をはじめとする近代から現代の日本画、北大路魯山人の陶芸、童画などを楽しむことができます。
錦帯橋,〒741-0062 山口県岩国市岩国1丁目,34.1671713,132.1790766,http://kintaikyo.iwakuni-city.net/,"延宝元年（1673）第三代岩国藩主吉川広嘉により創建されたもので、現在の橋は四代目にあたります。

錦川の清流に架かる五連のアーチを描いた木橋で、長さ193.3ｍ幅５ｍ。

木と木の組合せによって支えられ、巻金とかすがいが使われています。"
原爆ドーム,〒730-0051 広島県広島市中区大手町,34.39547255,132.45352567972807,,チェコ人の建築家、ヤン・レツル氏の設計で1915年（大正4年）に開館。かつて市の中心街にあった「広島県産業奨励館」跡。昭和20年8月6日の原爆の実状を伝えるため永久保存されている。1996年（平成8年）にユネスコの世界遺産として登録された。
おもちゃ王国（岡山）,〒706-0153 岡山県玉野市滝1640-1,34.47269815,133.89114754443995,,岡山県玉野市に位置するテーマパーク「おもちゃ王国」では、トミカやプラレール、リカちゃん、シルバニアファミリーなど、大人気のおもちゃが大集結！それぞれのエリアを設け、思う存分おもちゃでエンジョイできます。他にも、まるで遊園地のようなアトラクションもご用意！小さなお子さまももちろんOK◎ぜひご家族皆さんでお越しください。
倉敷美観地区,〒710-0046 岡山県倉敷市中央,34.596525,133.77258633215934,http://kankou-kurashiki.jp/,風にそよぐ柳並木や、白壁となまこ壁が美しいコントラストを見せて倉敷川に影をおとし、伝統的な日本建築の美しさをよく残しているこの一帯は、江戸時代には米の集積地として栄えたところで、町並みから往時をしのぶことができる。世界的名画を集めた大原美術館をはじめ、民藝館、考古館など、文化的施設も多数ある。
